,iso_country,coords,name,type,municipality,coords_lon,coords_lat,latlong,display_str
55197,AU,"143.9499969482422, -36.61669921875",Bridgewater Airport,small_airport,,143.9499969482422,-36.61669921875,"[-36.61669921875, 143.9499969482422]",Bridgewater Airport |  | small_airport
55198,AU,"143.7729949951172, -25.3700008392334",Budgerygar Airport,small_airport,,143.7729949951172,-25.3700008392334,"[-25.3700008392334, 143.7729949951172]",Budgerygar Airport |  | small_airport
55199,AU,"150.19200134277344, -29.5049991607666",Biniguy Airport,small_airport,,150.19200134277344,-29.5049991607666,"[-29.5049991607666, 150.19200134277344]",Biniguy Airport |  | small_airport
55201,AU,"146.156005859375, -43.42070007324219",Bathurst Harbour Airport,small_airport,,146.156005859375,-43.42070007324219,"[-43.42070007324219, 146.156005859375]",Bathurst Harbour Airport |  | small_airport
55202,AU,"141.472000122, -32.0013999939",Broken Hill Airport,medium_airport,BROKEN_HILL,141.472000122,-32.0013999939,"[-32.0013999939, 141.472000122]",Broken Hill Airport | BROKEN_HILL | medium_airport
55203,AU,"139.7169952392578, -21.266700744628906",Bushy Park Airport,small_airport,,139.7169952392578,-21.266700744628906,"[-21.266700744628906, 139.7169952392578]",Bushy Park Airport |  | small_airport
55204,AU,"148.95199585, -20.3581008911",Hamilton Island Airport,medium_airport,HAMILTON_ISLAND,148.95199585,-20.3581008911,"[-20.3581008911, 148.95199585]",Hamilton Island Airport | HAMILTON_ISLAND | medium_airport
55205,AU,"150.5330047607422, -29.799999237060547",Bingara Airport,small_airport,,150.5330047607422,-29.799999237060547,"[-29.799999237060547, 150.5330047607422]",Bingara Airport |  | small_airport
55206,AU,"149.36, -34.303333333299996",Binda,small_airport,,149.36,-34.303333333299996,"[-34.303333333299996, 149.36]",Binda |  | small_airport
55207,AU,"139.4600067138672, -24.346099853515625",Bedourie Airport,medium_airport,,139.4600067138672,-24.346099853515625,"[-24.346099853515625, 139.4600067138672]",Bedourie Airport |  | medium_airport
55208,AU,"135.736915, -16.72373",Balbirini Airfield,small_airport,,135.736915,-16.72373,"[-16.72373, 135.736915]",Balbirini Airfield |  | small_airport
55209,AU,"150.100006, -34.166698",Bindook NDB,closed,,150.100006,-34.166698,"[-34.166698, 150.100006]",Bindook NDB |  | closed
55210,AU,"127.666999817, -19.566699981699998",Billiluna Airport,small_airport,,127.666999817,-19.566699981699998,"[-19.566699981699998, 127.666999817]",Billiluna Airport |  | small_airport
55211,AU,"152.0500030517578, -25.524999618530273",Biggenden Airport,small_airport,,152.0500030517578,-25.524999618530273,"[-25.524999618530273, 152.0500030517578]",Biggenden Airport |  | small_airport
55212,AU,"142.91700744628906, -35.999698638916016",Birchip Airport,small_airport,,142.91700744628906,-35.999698638916016,"[-35.999698638916016, 142.91700744628906]",Birchip Airport |  | small_airport
55213,AU,"116.77999877929688, -30.593299865722656",Ballidu Airport,small_airport,,116.77999877929688,-30.593299865722656,"[-30.593299865722656, 116.77999877929688]",Ballidu Airport |  | small_airport
55214,AU,"144.119444444, -14.7402777778",Bizant Airport,small_airport,LAKEFIELD_NATIONAL_PARK,144.119444444,-14.7402777778,"[-14.7402777778, 144.119444444]",Bizant Airport | LAKEFIELD_NATIONAL_PARK | small_airport
55216,AU,"121.5999984741211, -27.66670036315918",Banjawarn Airport,small_airport,,121.5999984741211,-27.66670036315918,"[-27.66670036315918, 121.5999984741211]",Banjawarn Airport |  | small_airport
55217,AU,"145.95199584960938, -30.039199829101562",Bourke Airport,medium_airport,,145.95199584960938,-30.039199829101562,"[-30.039199829101562, 145.95199584960938]",Bourke Airport |  | medium_airport
55218,AU,"135.81900024414062, -19.709199905395508",Barkly Wayside Inn Airport,small_airport,,135.81900024414062,-19.709199905395508,"[-19.709199905395508, 135.81900024414062]",Barkly Wayside Inn Airport |  | small_airport
55219,AU,"139.53399658203125, -17.748600006103516",Burketown Airport,small_airport,,139.53399658203125,-17.748600006103516,"[-17.748600006103516, 139.53399658203125]",Burketown Airport |  | small_airport
55220,AU,"146.0070037841797, -36.55189895629883",Benalla Airport,medium_airport,,146.0070037841797,-36.55189895629883,"[-36.55189895629883, 146.0070037841797]",Benalla Airport |  | medium_airport
55221,AU,"114.61699676513672, -26.816699981689453",Billabong Road House Airport,small_airport,,114.61699676513672,-26.816699981689453,"[-26.816699981689453, 114.61699676513672]",Billabong Road House Airport |  | small_airport
55222,AU,"139.33700561523438, -30.53499984741211",Balcanoona Airport,small_airport,,139.33700561523438,-30.53499984741211,"[-30.53499984741211, 139.33700561523438]",Balcanoona Airport |  | small_airport
55223,AU,"116.7959976196289, -31.825000762939453",Brooklands Airport,small_airport,,116.7959976196289,-31.825000762939453,"[-31.825000762939453, 116.7959976196289]",Brooklands Airport |  | small_airport
55224,AU,"140.85000610351562, -28.983299255371094",Bollards Lagoon Airport,small_airport,,140.85000610351562,-28.983299255371094,"[-28.983299255371094, 140.85000610351562]",Bollards Lagoon Airport |  | small_airport
55225,AU,"142.9499969482422, -27.033300399780273",Bellalie Airport,small_airport,,142.9499969482422,-27.033300399780273,"[-27.033300399780273, 142.9499969482422]",Bellalie Airport |  | small_airport
55226,AU,"147.48300170898438, -28.058300018310547",Bollon Airport,small_airport,,147.48300170898438,-28.058300018310547,"[-28.058300018310547, 147.48300170898438]",Bollon Airport |  | small_airport
55227,AU,"138.7259979248047, -31.118600845336914",Blinman Airport,small_airport,,138.7259979248047,-31.118600845336914,"[-31.118600845336914, 138.7259979248047]",Blinman Airport |  | small_airport
55228,AU,"115.401596069, -33.6884231567",Busselton Regional Airport,small_airport,,115.401596069,-33.6884231567,"[-33.6884231567, 115.401596069]",Busselton Regional Airport |  | small_airport
55229,AU,"143.79100036621094, -37.51169967651367",Ballarat Airport,small_airport,,143.79100036621094,-37.51169967651367,"[-37.51169967651367, 143.79100036621094]",Ballarat Airport |  | small_airport
55230,AU,"120.594435, -27.612302",Bellevue Airport,small_airport,,120.594435,-27.612302,"[-27.612302, 120.594435]",Bellevue Airport |  | small_airport
55231,AU,"139.488998413, -20.663900375399997",Mount Isa Airport,medium_airport,MOUNT_ISA,139.488998413,-20.663900375399997,"[-20.663900375399997, 139.488998413]",Mount Isa Airport | MOUNT_ISA | medium_airport
55232,AU,"153.091003, -26.6033",Sunshine Coast Airport,medium_airport,MAROOCHYDORE,153.091003,-26.6033,"[-26.6033, 153.091003]",Sunshine Coast Airport | MAROOCHYDORE | medium_airport
55233,AU,"145.330001831, -15.8736000061",Bloomfield River Airport,small_airport,,145.330001831,-15.8736000061,"[-15.8736000061, 145.330001831]",Bloomfield River Airport |  | small_airport
55234,AU,"150.076167, -36.4265",Bermagui - Dickinson Oval HLS,heliport,BERMAGUI,150.076167,-36.4265,"[-36.4265, 150.076167]",Bermagui - Dickinson Oval HLS | BERMAGUI | heliport
55235,AU,"149.58299255371094, -28.733299255371094",Boomi Airport,small_airport,,149.58299255371094,-28.733299255371094,"[-28.733299255371094, 149.58299255371094]",Boomi Airport |  | small_airport
55236,AU,"149.179992676, -21.171699523900003",Mackay Airport,medium_airport,MACKAY,149.179992676,-21.171699523900003,"[-21.171699523900003, 149.179992676]",Mackay Airport | MACKAY | medium_airport
55237,AU,"152.89999389648438, -27.968299865722656",Bromelton Airport,closed,,152.89999389648438,-27.968299865722656,"[-27.968299865722656, 152.89999389648438]",Bromelton Airport |  | closed
55238,AU,"144.63299560546875, -36.25",Bamawm Airport,small_airport,,144.63299560546875,-36.25,"[-36.25, 144.63299560546875]",Bamawm Airport |  | small_airport
55239,AU,"149.18200683594, -36.904998779297",Bombala Airport,small_airport,,149.18200683594,-36.904998779297,"[-36.904998779297, 149.18200683594]",Bombala Airport |  | small_airport
55240,AU,"140.45799255371094, -34.25669860839844",Barmera Airport,small_airport,,140.45799255371094,-34.25669860839844,"[-34.25669860839844, 140.45799255371094]",Barmera Airport |  | small_airport
55241,AU,"132.88299560546875, -14.520000457763672",Bamyili Airport,small_airport,,132.88299560546875,-14.520000457763672,"[-14.520000457763672, 132.88299560546875]",Bamyili Airport |  | small_airport
55242,AU,"153.56199646, -28.8339004517",Ballina Byron Gateway Airport,medium_airport,BALLINA,153.56199646,-28.8339004517,"[-28.8339004517, 153.56199646]",Ballina Byron Gateway Airport | BALLINA | medium_airport
55243,AU,"145.08299255371094, -21.799999237060547",Bannockburn Airport,small_airport,,145.08299255371094,-21.799999237060547,"[-21.799999237060547, 145.08299255371094]",Bannockburn Airport |  | small_airport
55244,AU,"136.89999389648438, -17.93670082092285",Benmara Airport,small_airport,,136.89999389648438,-17.93670082092285,"[-17.93670082092285, 136.89999389648438]",Benmara Airport |  | small_airport
55245,AU,"147.5679931640625, -37.88750076293945",Bairnsdale Airport,medium_airport,,147.5679931640625,-37.88750076293945,"[-37.88750076293945, 147.5679931640625]",Bairnsdale Airport |  | medium_airport
55246,AU,"134.46200561523438, -18.8700008392334",Brunchilly Airport,small_airport,,134.46200561523438,-18.8700008392334,"[-18.8700008392334, 134.46200561523438]",Brunchilly Airport |  | small_airport
55247,AU,"152.6820068359375, -28.016700744628906",Boonah Airport,small_airport,,152.6820068359375,-28.016700744628906,"[-28.016700744628906, 152.6820068359375]",Boonah Airport |  | small_airport
55248,AU,"138.36000061035156, -32.904998779296875",Booleroo Centre Airport,small_airport,,138.36000061035156,-32.904998779296875,"[-32.904998779296875, 138.36000061035156]",Booleroo Centre Airport |  | small_airport
55249,AU,"143.38299560546875, -26.299999237060547",Bodalla Airport,small_airport,,143.38299560546875,-26.299999237060547,"[-26.299999237060547, 143.38299560546875]",Bodalla Airport |  | small_airport
55250,AU,"150.0500030517578, -30.716699600219727",Boggabri Airport,small_airport,,150.0500030517578,-30.716699600219727,"[-30.716699600219727, 150.0500030517578]",Boggabri Airport |  | small_airport
55251,AU,"142.218002319, -9.23278045654",Boigu Airport,small_airport,,142.218002319,-9.23278045654,"[-9.23278045654, 142.218002319]",Boigu Airport |  | small_airport
55252,AU,"151.73500061035156, -27.411399841308594",Oakey Airport,medium_airport,,151.73500061035156,-27.411399841308594,"[-27.411399841308594, 151.73500061035156]",Oakey Airport |  | medium_airport
55254,AU,"116.18800354003906, -31.340299606323242",Catholic Agricultural College Bindoon Airstrip,small_airport,,116.18800354003906,-31.340299606323242,"[-31.340299606323242, 116.18800354003906]",Catholic Agricultural College Bindoon Airstrip |  | small_airport
55255,AU,"116.46700286865234, -33.900001525878906",Boyup Brook Airport,small_airport,,116.46700286865234,-33.900001525878906,"[-33.900001525878906, 116.46700286865234]",Boyup Brook Airport |  | small_airport
55256,AU,"140.712005615, -36.2649993896",Bordertown Airport,small_airport,BORDERTOWN,140.712005615,-36.2649993896,"[-36.2649993896, 140.712005615]",Bordertown Airport | BORDERTOWN | small_airport
55257,AU,"146.91700744628906, -27.25",Boatman Airport,small_airport,,146.91700744628906,-27.25,"[-27.25, 146.91700744628906]",Boatman Airport |  | small_airport
55258,AU,"139.89999389648438, -22.913299560546875",Boulia Airport,medium_airport,,139.89999389648438,-22.913299560546875,"[-22.913299560546875, 139.89999389648438]",Boulia Airport |  | medium_airport
55259,AU,"129.01199340820312, -31.639400482177734",Border Village Airport,small_airport,BORDER_VILLAGE,129.01199340820312,-31.639400482177734,"[-31.639400482177734, 129.01199340820312]",Border Village Airport | BORDER_VILLAGE | small_airport
55260,AU,"152.8483, -30.6477",Bowraville Oval Helicopter Landing Site,heliport,BOWRAVILLE,152.8483,-30.6477,"[-30.6477, 152.8483]",Bowraville Oval Helicopter Landing Site | BOWRAVILLE | heliport
55261,AU,"119.9000015258789, -27.75",Booylgoo Springs Airport,small_airport,,119.9000015258789,-27.75,"[-27.75, 119.9000015258789]",Booylgoo Springs Airport |  | small_airport
55262,AU,"149.27000427246094, -20.803300857543945",Brampton Island Airport,small_airport,,149.27000427246094,-20.803300857543945,"[-20.803300857543945, 149.27000427246094]",Brampton Island Airport |  | small_airport
55263,AU,"148.552001953, -20.4950008392",Proserpine Whitsunday Coast Airport,medium_airport,PROSERPINE,148.552001953,-20.4950008392,"[-20.4950008392, 148.552001953]",Proserpine Whitsunday Coast Airport | PROSERPINE | medium_airport
55265,AU,"147.699143887, -36.9668665594",Benambra Airport,small_airport,,147.699143887,-36.9668665594,"[-36.9668665594, 147.699143887]",Benambra Airport |  | small_airport
55266,AU,"133.871959, -21.542202",Barrow Creek Airport,small_airport,,133.871959,-21.542202,"[-21.542202, 133.871959]",Barrow Creek Airport |  | small_airport
55267,AU,"148.97500610351562, -30.158300399780273",Burren Junction Airport,small_airport,,148.97500610351562,-30.158300399780273,"[-30.158300399780273, 148.97500610351562]",Burren Junction Airport |  | small_airport
55268,AU,"150.475006104, -23.3819007874",Rockhampton Airport,medium_airport,ROCKHAMPTON,150.475006104,-23.3819007874,"[-23.3819007874, 150.475006104]",Rockhampton Airport | ROCKHAMPTON | medium_airport
55269,AU,"136.302001953125, -16.075300216674805",Borroloola Airport,small_airport,,136.302001953125,-16.075300216674805,"[-16.075300216674805, 136.302001953125]",Borroloola Airport |  | small_airport
55270,AU,"122.23200225830078, -17.944700241088867",Broome International Airport,medium_airport,BROOME,122.23200225830078,-17.944700241088867,"[-17.944700241088867, 122.23200225830078]",Broome International Airport | BROOME | medium_airport
55271,AU,"143.5780029296875, -34.623600006103516",Balranald Airport,medium_airport,,143.5780029296875,-34.623600006103516,"[-34.623600006103516, 143.5780029296875]",Balranald Airport |  | medium_airport
55272,AU,"118.11699676513672, -31.88330078125",Bruce Rock Airport,small_airport,,118.11699676513672,-31.88330078125,"[-31.88330078125, 118.11699676513672]",Bruce Rock Airport |  | small_airport
55273,AU,"144.4275, -38.258056",Barwon Heads Airport,small_airport,,144.4275,-38.258056,"[-38.258056, 144.4275]",Barwon Heads Airport |  | small_airport
55274,AU,"135.93800354, -18.639999389599996",Brunette Downs Airport,small_airport,,135.93800354,-18.639999389599996,"[-18.639999389599996, 135.93800354]",Brunette Downs Airport |  | small_airport
55275,AU,"146.81700134277344, -29.973899841308594",Brewarrina Airport,medium_airport,,146.81700134277344,-29.973899841308594,"[-29.973899841308594, 146.81700134277344]",Brewarrina Airport |  | medium_airport
55276,AU,"119.16600036621, -22.673900604248",Barimunya Airport,small_airport,,119.16600036621,-22.673900604248,"[-22.673900604248, 119.16600036621]",Barimunya Airport |  | small_airport
55277,AU,"142.08700561523438, -12.623900413513184",RAAF Scherger,small_airport,WEIPA,142.08700561523438,-12.623900413513184,"[-12.623900413513184, 142.08700561523438]",RAAF Scherger | WEIPA | small_airport
55278,AU,"133.84300231933594, -23.514999389648438",Bond Springs Airport,small_airport,,133.84300231933594,-23.514999389648438,"[-23.514999389648438, 133.84300231933594]",Bond Springs Airport |  | small_airport
55279,AU,"128.28799438476562, -25.9867000579834",Blackstone Airport,small_airport,,128.28799438476562,-25.9867000579834,"[-25.9867000579834, 128.28799438476562]",Blackstone Airport |  | small_airport
55280,AU,"144.421666667, -37.7333333333",Bacchus Marsh Airport,small_airport,,144.421666667,-37.7333333333,"[-37.7333333333, 144.421666667]",Bacchus Marsh Airport |  | small_airport
55281,AU,"143.5330047607422, -23.350000381469727",Brighton Downs Airport,small_airport,,143.5330047607422,-23.350000381469727,"[-23.350000381469727, 143.5330047607422]",Brighton Downs Airport |  | small_airport
55282,AU,"149.651992798, -33.4094009399",Bathurst Airport,medium_airport,BATHURST,149.651992798,-33.4094009399,"[-33.4094009399, 149.651992798]",Bathurst Airport | BATHURST | medium_airport
55283,AU,"130.6199951171875, -11.769200325012207",Bathurst Island Airport,medium_airport,,130.6199951171875,-11.769200325012207,"[-11.769200325012207, 130.6199951171875]",Bathurst Island Airport |  | medium_airport
55284,AU,"139.56578063964844, -17.086702346801758",Bentinck Island Airport,small_airport,,139.56578063964844,-17.086702346801758,"[-17.086702346801758, 139.56578063964844]",Bentinck Island Airport |  | small_airport
55285,AU,"146.76499938964844, -19.252500534057617",Townsville Airport,medium_airport,TOWNSVILLE,146.76499938964844,-19.252500534057617,"[-19.252500534057617, 146.76499938964844]",Townsville Airport | TOWNSVILLE | medium_airport
55286,AU,"132.66000366210938, -30.524999618530273",Barton Siding Airport,small_airport,,132.66000366210938,-30.524999618530273,"[-30.524999618530273, 132.66000366210938]",Barton Siding Airport |  | small_airport
55287,AU,"148.8070068359375, -23.603099822998047",Blackwater Airport,medium_airport,,148.8070068359375,-23.603099822998047,"[-23.603099822998047, 148.8070068359375]",Blackwater Airport |  | medium_airport
55288,AU,"145.85000610351562, -19.433300018310547",Battery Downs Airport,small_airport,,145.85000610351562,-19.433300018310547,"[-19.433300018310547, 145.85000610351562]",Battery Downs Airport |  | small_airport
55289,AU,"147.63299560546875, -31.358299255371094",Buttabone Airport,small_airport,,147.63299560546875,-31.358299255371094,"[-31.358299255371094, 147.63299560546875]",Buttabone Airport |  | small_airport
55290,AU,"142.675003052, -12.6591997147",Batavia Downs Airport,small_airport,,142.675003052,-12.6591997147,"[-12.6591997147, 142.675003052]",Batavia Downs Airport |  | small_airport
55291,AU,"148.5330047607422, -21.966699600219727",Bundarra Airport,small_airport,,148.5330047607422,-21.966699600219727,"[-21.966699600219727, 148.5330047607422]",Bundarra Airport |  | small_airport
55292,AU,"115.10067, -33.807251",Butch Airport,small_airport,COWARAMUP,115.10067,-33.807251,"[-33.807251, 115.10067]",Butch Airport | COWARAMUP | small_airport
55293,AU,"152.319000244, -24.903900146499996",Bundaberg Airport,medium_airport,BUNDABERG,152.319000244,-24.903900146499996,"[-24.903900146499996, 152.319000244]",Bundaberg Airport | BUNDABERG | medium_airport
55294,AU,"119.73300170898438, -28.5",Bulga Downs Station Airport,small_airport,,119.73300170898438,-28.5,"[-28.5, 119.73300170898438]",Bulga Downs Station Airport |  | small_airport
55295,AU,"145.880667, -41.047167",Burnie Helicopter Landing Site,heliport,BURNIE,145.880667,-41.047167,"[-41.047167, 145.880667]",Burnie Helicopter Landing Site | BURNIE | heliport
55296,AU,"134.9029998779297, -30.18670082092285",Bulgunnia Airport,small_airport,,134.9029998779297,-30.18670082092285,"[-30.18670082092285, 134.9029998779297]",Bulgunnia Airport |  | small_airport
55297,AU,"115.677001953125, -33.378299713134766",Bunbury Airport,small_airport,,115.677001953125,-33.378299713134766,"[-33.378299713134766, 115.677001953125]",Bunbury Airport |  | small_airport
55298,AU,"119.56700134277344, -24.016700744628906",Bulloo Downs Station Airport,small_airport,,119.56700134277344,-24.016700744628906,"[-24.016700744628906, 119.56700134277344]",Bulloo Downs Station Airport |  | small_airport
55299,AU,"145.75, -38.016700744628906",Bunyip Airport,small_airport,,145.75,-38.016700744628906,"[-38.016700744628906, 145.75]",Bunyip Airport |  | small_airport
55300,AU,"128.3070068359375, -17.545299530029297",Bungle Bungle Airport,small_airport,BUNGLE_BUNGLE,128.3070068359375,-17.545299530029297,"[-17.545299530029297, 128.3070068359375]",Bungle Bungle Airport | BUNGLE_BUNGLE | small_airport
55301,AU,"143.8000030517578, -17.649999618530273",Bulleringa Airport,small_airport,,143.8000030517578,-17.649999618530273,"[-17.649999618530273, 143.8000030517578]",Bulleringa Airport |  | small_airport
55302,AU,"149.131979942, -36.1342008376",Bunyan Airfield,small_airport,,149.131979942,-36.1342008376,"[-36.1342008376, 149.131979942]",Bunyan Airfield |  | small_airport
55303,AU,"138.33399963378906, -34.08430099487305",Balaklava Airport,small_airport,,138.33399963378906,-34.08430099487305,"[-34.08430099487305, 138.33399963378906]",Balaklava Airport |  | small_airport
55304,AU,"150.18299865722656, -31.58329963684082",Blackville Airport,small_airport,,150.18299865722656,-31.58329963684082,"[-31.58329963684082, 150.18299865722656]",Blackville Airport |  | small_airport
55305,AU,"129.76699829101562, -15.466699600219727",Bullo River Valley Airport,small_airport,,129.76699829101562,-15.466699600219727,"[-15.466699600219727, 129.76699829101562]",Bullo River Valley Airport |  | small_airport
55306,AU,"121.03600311279297, -27.3656005859375",Bronzewing Airport,small_airport,,121.03600311279297,-27.3656005859375,"[-27.3656005859375, 121.03600311279297]",Bronzewing Airport |  | small_airport
55307,AU,"147.08299255371094, -20.600000381469727",Burdekin Falls Dam Airport,small_airport,,147.08299255371094,-20.600000381469727,"[-20.600000381469727, 147.08299255371094]",Burdekin Falls Dam Airport |  | small_airport
55308,AU,"143.479003906, -16.8808002472",Bulimba Airport,small_airport,,143.479003906,-16.8808002472,"[-16.8808002472, 143.479003906]",Bulimba Airport |  | small_airport
55309,AU,"148.21499633789062, -20.018299102783203",Bowen Airport,small_airport,,148.21499633789062,-20.018299102783203,"[-20.018299102783203, 148.21499633789062]",Bowen Airport |  | small_airport
55310,AU,"144.99785, -22.4641",Bowen Downs Airport,small_airport,UPPER_CORNISH_CREEK,144.99785,-22.4641,"[-22.4641, 144.99785]",Bowen Downs Airport | UPPER_CORNISH_CREEK | small_airport
55311,AU,"141.925003052, -12.6786003113",Weipa Airport,medium_airport,WEIPA,141.925003052,-12.6786003113,"[-12.6786003113, 141.925003052]",Weipa Airport | WEIPA | medium_airport
55312,AU,"144.169006348, -17.388299942",Bolwarra Airport,small_airport,,144.169006348,-17.388299942,"[-17.388299942, 144.169006348]",Bolwarra Airport |  | small_airport
55313,AU,"123.5469970703125, -14.111700057983398",Browse Is Airport,small_airport,,123.5469970703125,-14.111700057983398,"[-14.111700057983398, 123.5469970703125]",Browse Is Airport |  | small_airport
55314,AU,"138.27499389648438, -18.08329963684082",Bowthorn Airport,small_airport,,138.27499389648438,-18.08329963684082,"[-18.08329963684082, 138.27499389648438]",Bowthorn Airport |  | small_airport
55315,AU,"151.793335, -27.558332",Toowoomba Wellcamp Airport,medium_airport,TOOWOOMBA,151.793335,-27.558332,"[-27.558332, 151.793335]",Toowoomba Wellcamp Airport | TOOWOOMBA | medium_airport
55316,AU,"115.40599822998047, -20.86440086364746",Barrow Island Airport,small_airport,,115.40599822998047,-20.86440086364746,"[-20.86440086364746, 115.40599822998047]",Barrow Island Airport |  | small_airport
55317,AU,"141.70199584960938, -37.8672981262207",Branxholme Airport,small_airport,,141.70199584960938,-37.8672981262207,"[-37.8672981262207, 141.70199584960938]",Branxholme Airport |  | small_airport
55318,AU,"118.73300170898438, -25.533300399780273",Bryah Airport,small_airport,,118.73300170898438,-25.533300399780273,"[-25.533300399780273, 118.73300170898438]",Bryah Airport |  | small_airport
55319,AU,"119.88300323486328, -22.266700744628906",Bonney Downs Station Airport,small_airport,,119.88300323486328,-22.266700744628906,"[-22.266700744628906, 119.88300323486328]",Bonney Downs Station Airport |  | small_airport
55320,AU,"147.3800048828125, -43.23419952392578",Bruny Island Airport,small_airport,,147.3800048828125,-43.23419952392578,"[-43.23419952392578, 147.3800048828125]",Bruny Island Airport |  | small_airport
55321,AU,"152.61611, -29.21829",Baryulgil Airstrip,small_airport,BARYULGIL,152.61611,-29.21829,"[-29.21829, 152.61611]",Baryulgil Airstrip | BARYULGIL | small_airport
55322,AU,"146.39999389648438, -30.66670036315918",Byrock Airport,small_airport,,146.39999389648438,-30.66670036315918,"[-30.66670036315918, 146.39999389648438]",Byrock Airport |  | small_airport
55323,AU,"125.43299865722656, -16.733299255371094",Beverley Springs Airport,small_airport,,125.43299865722656,-16.733299255371094,"[-16.733299255371094, 125.43299865722656]",Beverley Springs Airport |  | small_airport
55324,AU,"145.58299255371094, -25.450000762939453",Bayswater Airport,small_airport,,145.58299255371094,-25.450000762939453,"[-25.450000762939453, 145.58299255371094]",Bayswater Airport |  | small_airport
55325,AU,"150.51699829101562, -31.316699981689453",Breeza Airport,small_airport,,150.51699829101562,-31.316699981689453,"[-31.316699981689453, 150.51699829101562]",Breeza Airport |  | small_airport
55326,AU,"151.212006, -33.403301",Calga NDB,closed,,151.212006,-33.403301,"[-33.403301, 151.212006]",Calga NDB |  | closed
55327,AU,"152.98300170898438, -27.08329963684082",Caboolture Airport,small_airport,,152.98300170898438,-27.08329963684082,"[-27.08329963684082, 152.98300170898438]",Caboolture Airport |  | small_airport
55328,AU,"131.548995972, -17.607000351",Cattle Creek Airport,small_airport,,131.548995972,-17.607000351,"[-17.607000351, 131.548995972]",Cattle Creek Airport |  | small_airport
55329,AU,"147.53054809570312, -41.96722412109375",Campbell Town Airport,small_airport,,147.53054809570312,-41.96722412109375,"[-41.96722412109375, 147.53054809570312]",Campbell Town Airport |  | small_airport
55330,AU,"125.49299621582031, -32.26499938964844",Caiguna Airport,small_airport,,125.49299621582031,-32.26499938964844,"[-32.26499938964844, 125.49299621582031]",Caiguna Airport |  | small_airport
55331,AU,"149.61000061035156, -31.773300170898438",Coolah Airport,small_airport,,149.61000061035156,-31.773300170898438,"[-31.773300170898438, 149.61000061035156]",Coolah Airport |  | small_airport
55332,AU,"120.58300018310547, -30.11669921875",Callion Airport,small_airport,,120.58300018310547,-30.11669921875,"[-30.11669921875, 120.58300018310547]",Callion Airport |  | small_airport
55333,AU,"125.9000015258789, -18.700000762939453",Cadjebut Airport,small_airport,,125.9000015258789,-18.700000762939453,"[-18.700000762939453, 125.9000015258789]",Cadjebut Airport |  | small_airport
55334,AU,"144.16700744628906, -37.13330078125",Castlemaine Airport,small_airport,,144.16700744628906,-37.13330078125,"[-37.13330078125, 144.16700744628906]",Castlemaine Airport |  | small_airport
55335,AU,"140.89999389648438, -21.875",Cannington Station Airport,small_airport,,140.89999389648438,-21.875,"[-21.875, 140.89999389648438]",Cannington Station Airport |  | small_airport
55336,AU,"132.94495, -12.3549",Cannon Hill Community Airport,small_airport,CANNON_HILL,132.94495,-12.3549,"[-12.3549, 132.94495]",Cannon Hill Community Airport | CANNON_HILL | small_airport
55337,AU,"113.67174, -24.880211",Carnarvon Airport,medium_airport,CARNARVON,113.67174,-24.880211,"[-24.880211, 113.67174]",Carnarvon Airport | CARNARVON | medium_airport
55338,AU,"153.06700134277344, -28.88279914855957",Casino Airport,small_airport,,153.06700134277344,-28.88279914855957,"[-28.88279914855957, 153.06700134277344]",Casino Airport |  | small_airport
55339,AU,"145.79400634765625, -31.538299560546875",Cobar Airport,medium_airport,,145.79400634765625,-31.538299560546875,"[-31.538299560546875, 145.79400634765625]",Cobar Airport |  | medium_airport
55340,AU,"149.26699829101562, -31.332500457763672",Coonabarabran Airport,medium_airport,,149.26699829101562,-31.332500457763672,"[-31.332500457763672, 149.26699829101562]",Coonabarabran Airport |  | medium_airport
55341,AU,"140.927001953, -19.479400634799998",Canobie Airport,small_airport,CANOBIE,140.927001953,-19.479400634799998,"[-19.479400634799998, 140.927001953]",Canobie Airport | CANOBIE | small_airport
55342,AU,"147.47500610351562, -42.826698303222656",Hobart Cambridge Airport,small_airport,,147.47500610351562,-42.826698303222656,"[-42.826698303222656, 147.47500610351562]",Hobart Cambridge Airport |  | small_airport
55343,AU,"148.01699829101562, -40.391700744628906",Cape Barren Island Airport,small_airport,,148.01699829101562,-40.391700744628906,"[-40.391700744628906, 148.01699829101562]",Cape Barren Island Airport |  | small_airport
55344,AU,"136.59800720214844, -35.75669860839844",Cape Borda Airport,small_airport,,136.59800720214844,-35.75669860839844,"[-35.75669860839844, 136.59800720214844]",Cape Borda Airport |  | small_airport
55345,AU,"134.7209930419922, -29.040000915527344",Coober Pedy Airport,medium_airport,,134.7209930419922,-29.040000915527344,"[-29.040000915527344, 134.7209930419922]",Coober Pedy Airport |  | medium_airport
55346,AU,"148.58200073242188, -29.521699905395508",Collarenebri Airport,small_airport,,148.58200073242188,-29.521699905395508,"[-29.521699905395508, 148.58200073242188]",Collarenebri Airport |  | small_airport
55347,AU,"145.4247283935547, -16.219341278076172",Daintree Airport,small_airport,,145.4247283935547,-16.219341278076172,"[-16.219341278076172, 145.4247283935547]",Daintree Airport |  | small_airport
55348,AU,"150.61700439453125, -26.774999618530273",Chinchilla Airport,medium_airport,,150.61700439453125,-26.774999618530273,"[-26.774999618530273, 150.61700439453125]",Chinchilla Airport |  | medium_airport
