,0,1
2082,COFFS HARBOUR,MORANBAH
2083,COFFS HARBOUR,MOREE
2084,COFFS HARBOUR,MORNINGTON ISLAND
2085,COFFS HARBOUR,MOUNT GAMBIER
2086,COFFS HARBOUR,MOUNT ISA
2087,COFFS HARBOUR,NEWCASTLE
2088,COFFS HARBOUR,NEWMAN
2089,COFFS HARBOUR,NORFOLK ISLAND
2090,COFFS HARBOUR,OLYMPIC DAM
2091,COFFS HARBOUR,ORANGE
2092,COFFS HARBOUR,PALM ISLAND
2093,COFFS HARBOUR,PARABURDOO
2094,COFFS HARBOUR,PARKES
2095,COFFS HARBOUR,PERTH
2096,COFFS HARBOUR,PORT HEDLAND
2097,COFFS HARBOUR,PORT LINCOLN
2098,COFFS HARBOUR,PORT MACQUARIE
2099,COFFS HARBOUR,PROSERPINE
2100,COFFS HARBOUR,ROCKHAMPTON
2101,COFFS HARBOUR,ROMA
2102,COFFS HARBOUR,SUNSHINE COAST
2103,COFFS HARBOUR,SYDNEY
2104,COFFS HARBOUR,TAMWORTH
2105,COFFS HARBOUR,THURSDAY ISLAND
2106,COFFS HARBOUR,TOOWOOMBA WELLCAMP
2107,COFFS HARBOUR,TOWNSVILLE
2108,COFFS HARBOUR,WAGGA WAGGA
2109,COFFS HARBOUR,WEIPA
2110,COFFS HARBOUR,WHYALLA
2111,COFFS HARBOUR,WOLLONGONG
2112,COOKTOWN,ADELAIDE
2113,COOKTOWN,ALBANY
2114,COOKTOWN,ALBURY
2115,COOKTOWN,ALICE SPRINGS
2116,COOKTOWN,ARMIDALE
2117,COOKTOWN,AURUKUN
2118,COOKTOWN,AYERS ROCK
2119,COOKTOWN,BALLINA
2120,COOKTOWN,BAMAGA
2121,COOKTOWN,BATHURST ISLAND
2122,COOKTOWN,BRISBANE
2123,COOKTOWN,BROKEN HILL
2124,COOKTOWN,BROOME
2125,COOKTOWN,BUNDABERG
2126,COOKTOWN,BURNIE
2127,COOKTOWN,CAIRNS
2128,COOKTOWN,CANBERRA
2129,COOKTOWN,CARNARVON
2130,COOKTOWN,CEDUNA
2131,COOKTOWN,CHARLEVILLE
2132,COOKTOWN,CHRISTMAS ISLAND
2133,COOKTOWN,CLONCURRY
2134,COOKTOWN,COCOS ISLAND
2135,COOKTOWN,COFFS HARBOUR
2136,COOKTOWN,DARWIN
2137,COOKTOWN,DEVONPORT
2138,COOKTOWN,DUBBO
2139,COOKTOWN,EDWARD RIVER
2140,COOKTOWN,EMERALD
2141,COOKTOWN,ESPERANCE
2142,COOKTOWN,ESSENDON FIELDS
2143,COOKTOWN,FLINDERS ISLAND
2144,COOKTOWN,GERALDTON
2145,COOKTOWN,GLADSTONE
2146,COOKTOWN,GOLD COAST
2147,COOKTOWN,GOVE
2148,COOKTOWN,GRIFFITH
2149,COOKTOWN,GROOTE EYLANDT
2150,COOKTOWN,HAMILTON ISLAND
2151,COOKTOWN,HERVEY BAY
2152,COOKTOWN,HOBART
2153,COOKTOWN,KALGOORLIE
2154,COOKTOWN,KARRATHA
2155,COOKTOWN,KING ISLAND
2156,COOKTOWN,KINGSCOTE
2157,COOKTOWN,KOWANYAMA
2158,COOKTOWN,KUNUNURRA
2159,COOKTOWN,LAUNCESTON
2160,COOKTOWN,LEARMONTH
2161,COOKTOWN,LOCKHART RIVER
2162,COOKTOWN,LONGREACH
2163,COOKTOWN,LORD HOWE ISLAND
2164,COOKTOWN,MACKAY
2165,COOKTOWN,MANINGRIDA
2166,COOKTOWN,MCARTHUR RIVER
2167,COOKTOWN,MELBOURNE
2168,COOKTOWN,MERIMBULA
2169,COOKTOWN,MILDURA
2170,COOKTOWN,MORANBAH
2171,COOKTOWN,MOREE
2172,COOKTOWN,MORNINGTON ISLAND
2173,COOKTOWN,MOUNT GAMBIER
2174,COOKTOWN,MOUNT ISA
2175,COOKTOWN,NEWCASTLE
2176,COOKTOWN,NEWMAN
2177,COOKTOWN,NORFOLK ISLAND
2178,COOKTOWN,OLYMPIC DAM
2179,COOKTOWN,ORANGE
2180,COOKTOWN,PALM ISLAND
2181,COOKTOWN,PARABURDOO
2182,COOKTOWN,PARKES
2183,COOKTOWN,PERTH
2184,COOKTOWN,PORT HEDLAND
2185,COOKTOWN,PORT LINCOLN
2186,COOKTOWN,PORT MACQUARIE
2187,COOKTOWN,PROSERPINE
2188,COOKTOWN,ROCKHAMPTON
2189,COOKTOWN,ROMA
2190,COOKTOWN,SUNSHINE COAST
2191,COOKTOWN,SYDNEY
2192,COOKTOWN,TAMWORTH
2193,COOKTOWN,THURSDAY ISLAND
2194,COOKTOWN,TOOWOOMBA WELLCAMP
2195,COOKTOWN,TOWNSVILLE
2196,COOKTOWN,WAGGA WAGGA
2197,COOKTOWN,WEIPA
2198,COOKTOWN,WHYALLA
2199,COOKTOWN,WOLLONGONG
2200,DARWIN,ADELAIDE
2201,DARWIN,ALBANY
2202,DARWIN,ALBURY
2203,DARWIN,ALICE SPRINGS
2204,DARWIN,ARMIDALE
2205,DARWIN,AURUKUN
2206,DARWIN,AYERS ROCK
2207,DARWIN,BALLINA
2208,DARWIN,BAMAGA
2209,DARWIN,BATHURST ISLAND
2210,DARWIN,BRISBANE
2211,DARWIN,BROKEN HILL
2212,DARWIN,BROOME
2213,DARWIN,BUNDABERG
2214,DARWIN,BURNIE
2215,DARWIN,CAIRNS
2216,DARWIN,CANBERRA
2217,DARWIN,CARNARVON
2218,DARWIN,CEDUNA
2219,DARWIN,CHARLEVILLE
2220,DARWIN,CHRISTMAS ISLAND
2221,DARWIN,CLONCURRY
2222,DARWIN,COCOS ISLAND
2223,DARWIN,COFFS HARBOUR
2224,DARWIN,COOKTOWN
2225,DARWIN,DEVONPORT
2226,DARWIN,DUBBO
2227,DARWIN,EDWARD RIVER
2228,DARWIN,EMERALD
2229,DARWIN,ESPERANCE
2230,DARWIN,ESSENDON FIELDS
2231,DARWIN,FLINDERS ISLAND
2232,DARWIN,GERALDTON
2233,DARWIN,GLADSTONE
2234,DARWIN,GOLD COAST
2235,DARWIN,GOVE
2236,DARWIN,GRIFFITH
2237,DARWIN,GROOTE EYLANDT
2238,DARWIN,HAMILTON ISLAND
2239,DARWIN,HERVEY BAY
2240,DARWIN,HOBART
2241,DARWIN,KALGOORLIE
2242,DARWIN,KARRATHA
2243,DARWIN,KING ISLAND
2244,DARWIN,KINGSCOTE
2245,DARWIN,KOWANYAMA
2246,DARWIN,KUNUNURRA
2247,DARWIN,LAUNCESTON
2248,DARWIN,LEARMONTH
2249,DARWIN,LOCKHART RIVER
2250,DARWIN,LONGREACH
2251,DARWIN,LORD HOWE ISLAND
2252,DARWIN,MACKAY
2253,DARWIN,MANINGRIDA
2254,DARWIN,MCARTHUR RIVER
2255,DARWIN,MELBOURNE
2256,DARWIN,MERIMBULA
2257,DARWIN,MILDURA
2258,DARWIN,MORANBAH
2259,DARWIN,MOREE
2260,DARWIN,MORNINGTON ISLAND
2261,DARWIN,MOUNT GAMBIER
2262,DARWIN,MOUNT ISA
2263,DARWIN,NEWCASTLE
2264,DARWIN,NEWMAN
2265,DARWIN,NORFOLK ISLAND
2266,DARWIN,OLYMPIC DAM
2267,DARWIN,ORANGE
2268,DARWIN,PALM ISLAND
2269,DARWIN,PARABURDOO
2270,DARWIN,PARKES
2271,DARWIN,PERTH
2272,DARWIN,PORT HEDLAND
2273,DARWIN,PORT LINCOLN
2274,DARWIN,PORT MACQUARIE
2275,DARWIN,PROSERPINE
2276,DARWIN,ROCKHAMPTON
2277,DARWIN,ROMA
2278,DARWIN,SUNSHINE COAST
2279,DARWIN,SYDNEY
2280,DARWIN,TAMWORTH
2281,DARWIN,THURSDAY ISLAND
2282,DARWIN,TOOWOOMBA WELLCAMP
2283,DARWIN,TOWNSVILLE
2284,DARWIN,WAGGA WAGGA
2285,DARWIN,WEIPA
2286,DARWIN,WHYALLA
2287,DARWIN,WOLLONGONG
2288,DEVONPORT,ADELAIDE
2289,DEVONPORT,ALBANY
2290,DEVONPORT,ALBURY
2291,DEVONPORT,ALICE SPRINGS
2292,DEVONPORT,ARMIDALE
2293,DEVONPORT,AURUKUN
2294,DEVONPORT,AYERS ROCK
2295,DEVONPORT,BALLINA
2296,DEVONPORT,BAMAGA
2297,DEVONPORT,BATHURST ISLAND
2298,DEVONPORT,BRISBANE
2299,DEVONPORT,BROKEN HILL
2300,DEVONPORT,BROOME
2301,DEVONPORT,BUNDABERG
2302,DEVONPORT,BURNIE
2303,DEVONPORT,CAIRNS
2304,DEVONPORT,CANBERRA
2305,DEVONPORT,CARNARVON
2306,DEVONPORT,CEDUNA
2307,DEVONPORT,CHARLEVILLE
2308,DEVONPORT,CHRISTMAS ISLAND
2309,DEVONPORT,CLONCURRY
2310,DEVONPORT,COCOS ISLAND
2311,DEVONPORT,COFFS HARBOUR
2312,DEVONPORT,COOKTOWN
2313,DEVONPORT,DARWIN
2314,DEVONPORT,DUBBO
2315,DEVONPORT,EDWARD RIVER
2316,DEVONPORT,EMERALD
2317,DEVONPORT,ESPERANCE
2318,DEVONPORT,ESSENDON FIELDS
2319,DEVONPORT,FLINDERS ISLAND
2320,DEVONPORT,GERALDTON
2321,DEVONPORT,GLADSTONE
2322,DEVONPORT,GOLD COAST
2323,DEVONPORT,GOVE
2324,DEVONPORT,GRIFFITH
2325,DEVONPORT,GROOTE EYLANDT
2326,DEVONPORT,HAMILTON ISLAND
2327,DEVONPORT,HERVEY BAY
2328,DEVONPORT,HOBART
2329,DEVONPORT,KALGOORLIE
2330,DEVONPORT,KARRATHA
2331,DEVONPORT,KING ISLAND
2332,DEVONPORT,KINGSCOTE
2333,DEVONPORT,KOWANYAMA
2334,DEVONPORT,KUNUNURRA
2335,DEVONPORT,LAUNCESTON
2336,DEVONPORT,LEARMONTH
2337,DEVONPORT,LOCKHART RIVER
2338,DEVONPORT,LONGREACH
2339,DEVONPORT,LORD HOWE ISLAND
2340,DEVONPORT,MACKAY
2341,DEVONPORT,MANINGRIDA
2342,DEVONPORT,MCARTHUR RIVER
2343,DEVONPORT,MELBOURNE
2344,DEVONPORT,MERIMBULA
2345,DEVONPORT,MILDURA
2346,DEVONPORT,MORANBAH
2347,DEVONPORT,MOREE
2348,DEVONPORT,MORNINGTON ISLAND
2349,DEVONPORT,MOUNT GAMBIER
2350,DEVONPORT,MOUNT ISA
2351,DEVONPORT,NEWCASTLE
2352,DEVONPORT,NEWMAN
2353,DEVONPORT,NORFOLK ISLAND
2354,DEVONPORT,OLYMPIC DAM
2355,DEVONPORT,ORANGE
2356,DEVONPORT,PALM ISLAND
2357,DEVONPORT,PARABURDOO
2358,DEVONPORT,PARKES
2359,DEVONPORT,PERTH
2360,DEVONPORT,PORT HEDLAND
2361,DEVONPORT,PORT LINCOLN
2362,DEVONPORT,PORT MACQUARIE
2363,DEVONPORT,PROSERPINE
2364,DEVONPORT,ROCKHAMPTON
2365,DEVONPORT,ROMA
2366,DEVONPORT,SUNSHINE COAST
2367,DEVONPORT,SYDNEY
2368,DEVONPORT,TAMWORTH
2369,DEVONPORT,THURSDAY ISLAND
2370,DEVONPORT,TOOWOOMBA WELLCAMP
2371,DEVONPORT,TOWNSVILLE
2372,DEVONPORT,WAGGA WAGGA
2373,DEVONPORT,WEIPA
2374,DEVONPORT,WHYALLA
2375,DEVONPORT,WOLLONGONG
2376,DUBBO,ADELAIDE
2377,DUBBO,ALBANY
2378,DUBBO,ALBURY
2379,DUBBO,ALICE SPRINGS
2380,DUBBO,ARMIDALE
2381,DUBBO,AURUKUN
2382,DUBBO,AYERS ROCK
2383,DUBBO,BALLINA
2384,DUBBO,BAMAGA
2385,DUBBO,BATHURST ISLAND
2386,DUBBO,BRISBANE
2387,DUBBO,BROKEN HILL
2388,DUBBO,BROOME
2389,DUBBO,BUNDABERG
2390,DUBBO,BURNIE
2391,DUBBO,CAIRNS
2392,DUBBO,CANBERRA
2393,DUBBO,CARNARVON
2394,DUBBO,CEDUNA
2395,DUBBO,CHARLEVILLE
2396,DUBBO,CHRISTMAS ISLAND
2397,DUBBO,CLONCURRY
2398,DUBBO,COCOS ISLAND
2399,DUBBO,COFFS HARBOUR
2400,DUBBO,COOKTOWN
2401,DUBBO,DARWIN
2402,DUBBO,DEVONPORT
2403,DUBBO,EDWARD RIVER
2404,DUBBO,EMERALD
2405,DUBBO,ESPERANCE
2406,DUBBO,ESSENDON FIELDS
2407,DUBBO,FLINDERS ISLAND
2408,DUBBO,GERALDTON
2409,DUBBO,GLADSTONE
2410,DUBBO,GOLD COAST
2411,DUBBO,GOVE
2412,DUBBO,GRIFFITH
2413,DUBBO,GROOTE EYLANDT
2414,DUBBO,HAMILTON ISLAND
2415,DUBBO,HERVEY BAY
2416,DUBBO,HOBART
2417,DUBBO,KALGOORLIE
2418,DUBBO,KARRATHA
2419,DUBBO,KING ISLAND
2420,DUBBO,KINGSCOTE
2421,DUBBO,KOWANYAMA
2422,DUBBO,KUNUNURRA
2423,DUBBO,LAUNCESTON
2424,DUBBO,LEARMONTH
2425,DUBBO,LOCKHART RIVER
2426,DUBBO,LONGREACH
2427,DUBBO,LORD HOWE ISLAND
2428,DUBBO,MACKAY
2429,DUBBO,MANINGRIDA
2430,DUBBO,MCARTHUR RIVER
2431,DUBBO,MELBOURNE
2432,DUBBO,MERIMBULA
2433,DUBBO,MILDURA
2434,DUBBO,MORANBAH
2435,DUBBO,MOREE
2436,DUBBO,MORNINGTON ISLAND
2437,DUBBO,MOUNT GAMBIER
2438,DUBBO,MOUNT ISA
2439,DUBBO,NEWCASTLE
2440,DUBBO,NEWMAN
2441,DUBBO,NORFOLK ISLAND
2442,DUBBO,OLYMPIC DAM
2443,DUBBO,ORANGE
2444,DUBBO,PALM ISLAND
2445,DUBBO,PARABURDOO
2446,DUBBO,PARKES
2447,DUBBO,PERTH
2448,DUBBO,PORT HEDLAND
2449,DUBBO,PORT LINCOLN
2450,DUBBO,PORT MACQUARIE
2451,DUBBO,PROSERPINE
2452,DUBBO,ROCKHAMPTON
2453,DUBBO,ROMA
2454,DUBBO,SUNSHINE COAST
2455,DUBBO,SYDNEY
2456,DUBBO,TAMWORTH
2457,DUBBO,THURSDAY ISLAND
2458,DUBBO,TOOWOOMBA WELLCAMP
2459,DUBBO,TOWNSVILLE
2460,DUBBO,WAGGA WAGGA
2461,DUBBO,WEIPA
2462,DUBBO,WHYALLA
2463,DUBBO,WOLLONGONG
2464,EDWARD RIVER,ADELAIDE
2465,EDWARD RIVER,ALBANY
2466,EDWARD RIVER,ALBURY
2467,EDWARD RIVER,ALICE SPRINGS
2468,EDWARD RIVER,ARMIDALE
2469,EDWARD RIVER,AURUKUN
2470,EDWARD RIVER,AYERS ROCK
2471,EDWARD RIVER,BALLINA
2472,EDWARD RIVER,BAMAGA
2473,EDWARD RIVER,BATHURST ISLAND
2474,EDWARD RIVER,BRISBANE
2475,EDWARD RIVER,BROKEN HILL
2476,EDWARD RIVER,BROOME
2477,EDWARD RIVER,BUNDABERG
2478,EDWARD RIVER,BURNIE
2479,EDWARD RIVER,CAIRNS
2480,EDWARD RIVER,CANBERRA
2481,EDWARD RIVER,CARNARVON
2482,EDWARD RIVER,CEDUNA
2483,EDWARD RIVER,CHARLEVILLE
2484,EDWARD RIVER,CHRISTMAS ISLAND
2485,EDWARD RIVER,CLONCURRY
2486,EDWARD RIVER,COCOS ISLAND
2487,EDWARD RIVER,COFFS HARBOUR
2488,EDWARD RIVER,COOKTOWN
2489,EDWARD RIVER,DARWIN
2490,EDWARD RIVER,DEVONPORT
2491,EDWARD RIVER,DUBBO
2492,EDWARD RIVER,EMERALD
2493,EDWARD RIVER,ESPERANCE
2494,EDWARD RIVER,ESSENDON FIELDS
2495,EDWARD RIVER,FLINDERS ISLAND
2496,EDWARD RIVER,GERALDTON
2497,EDWARD RIVER,GLADSTONE
2498,EDWARD RIVER,GOLD COAST
2499,EDWARD RIVER,GOVE
2500,EDWARD RIVER,GRIFFITH
2501,EDWARD RIVER,GROOTE EYLANDT
2502,EDWARD RIVER,HAMILTON ISLAND
2503,EDWARD RIVER,HERVEY BAY
2504,EDWARD RIVER,HOBART
2505,EDWARD RIVER,KALGOORLIE
2506,EDWARD RIVER,KARRATHA
2507,EDWARD RIVER,KING ISLAND
2508,EDWARD RIVER,KINGSCOTE
2509,EDWARD RIVER,KOWANYAMA
2510,EDWARD RIVER,KUNUNURRA
2511,EDWARD RIVER,LAUNCESTON
2512,EDWARD RIVER,LEARMONTH
2513,EDWARD RIVER,LOCKHART RIVER
2514,EDWARD RIVER,LONGREACH
2515,EDWARD RIVER,LORD HOWE ISLAND
2516,EDWARD RIVER,MACKAY
2517,EDWARD RIVER,MANINGRIDA
2518,EDWARD RIVER,MCARTHUR RIVER
2519,EDWARD RIVER,MELBOURNE
2520,EDWARD RIVER,MERIMBULA
2521,EDWARD RIVER,MILDURA
2522,EDWARD RIVER,MORANBAH
2523,EDWARD RIVER,MOREE
2524,EDWARD RIVER,MORNINGTON ISLAND
2525,EDWARD RIVER,MOUNT GAMBIER
2526,EDWARD RIVER,MOUNT ISA
2527,EDWARD RIVER,NEWCASTLE
2528,EDWARD RIVER,NEWMAN
2529,EDWARD RIVER,NORFOLK ISLAND
2530,EDWARD RIVER,OLYMPIC DAM
2531,EDWARD RIVER,ORANGE
2532,EDWARD RIVER,PALM ISLAND
2533,EDWARD RIVER,PARABURDOO
2534,EDWARD RIVER,PARKES
2535,EDWARD RIVER,PERTH
2536,EDWARD RIVER,PORT HEDLAND
2537,EDWARD RIVER,PORT LINCOLN
2538,EDWARD RIVER,PORT MACQUARIE
2539,EDWARD RIVER,PROSERPINE
2540,EDWARD RIVER,ROCKHAMPTON
2541,EDWARD RIVER,ROMA
2542,EDWARD RIVER,SUNSHINE COAST
2543,EDWARD RIVER,SYDNEY
2544,EDWARD RIVER,TAMWORTH
2545,EDWARD RIVER,THURSDAY ISLAND
2546,EDWARD RIVER,TOOWOOMBA WELLCAMP
2547,EDWARD RIVER,TOWNSVILLE
2548,EDWARD RIVER,WAGGA WAGGA
2549,EDWARD RIVER,WEIPA
2550,EDWARD RIVER,WHYALLA
2551,EDWARD RIVER,WOLLONGONG
2552,EMERALD,ADELAIDE
2553,EMERALD,ALBANY
2554,EMERALD,ALBURY
2555,EMERALD,ALICE SPRINGS
2556,EMERALD,ARMIDALE
2557,EMERALD,AURUKUN
2558,EMERALD,AYERS ROCK
2559,EMERALD,BALLINA
2560,EMERALD,BAMAGA
2561,EMERALD,BATHURST ISLAND
2562,EMERALD,BRISBANE
2563,EMERALD,BROKEN HILL
2564,EMERALD,BROOME
2565,EMERALD,BUNDABERG
2566,EMERALD,BURNIE
2567,EMERALD,CAIRNS
2568,EMERALD,CANBERRA
2569,EMERALD,CARNARVON
2570,EMERALD,CEDUNA
2571,EMERALD,CHARLEVILLE
2572,EMERALD,CHRISTMAS ISLAND
2573,EMERALD,CLONCURRY
2574,EMERALD,COCOS ISLAND
2575,EMERALD,COFFS HARBOUR
2576,EMERALD,COOKTOWN
2577,EMERALD,DARWIN
2578,EMERALD,DEVONPORT
2579,EMERALD,DUBBO
2580,EMERALD,EDWARD RIVER
2581,EMERALD,ESPERANCE
2582,EMERALD,ESSENDON FIELDS
2583,EMERALD,FLINDERS ISLAND
2584,EMERALD,GERALDTON
2585,EMERALD,GLADSTONE
2586,EMERALD,GOLD COAST
2587,EMERALD,GOVE
2588,EMERALD,GRIFFITH
2589,EMERALD,GROOTE EYLANDT
2590,EMERALD,HAMILTON ISLAND
2591,EMERALD,HERVEY BAY
2592,EMERALD,HOBART
2593,EMERALD,KALGOORLIE
2594,EMERALD,KARRATHA
2595,EMERALD,KING ISLAND
2596,EMERALD,KINGSCOTE
2597,EMERALD,KOWANYAMA
2598,EMERALD,KUNUNURRA
2599,EMERALD,LAUNCESTON
2600,EMERALD,LEARMONTH
2601,EMERALD,LOCKHART RIVER
2602,EMERALD,LONGREACH
2603,EMERALD,LORD HOWE ISLAND
2604,EMERALD,MACKAY
2605,EMERALD,MANINGRIDA
2606,EMERALD,MCARTHUR RIVER
2607,EMERALD,MELBOURNE
2608,EMERALD,MERIMBULA
2609,EMERALD,MILDURA
2610,EMERALD,MORANBAH
2611,EMERALD,MOREE
2612,EMERALD,MORNINGTON ISLAND
2613,EMERALD,MOUNT GAMBIER
2614,EMERALD,MOUNT ISA
2615,EMERALD,NEWCASTLE
2616,EMERALD,NEWMAN
2617,EMERALD,NORFOLK ISLAND
2618,EMERALD,OLYMPIC DAM
2619,EMERALD,ORANGE
2620,EMERALD,PALM ISLAND
2621,EMERALD,PARABURDOO
2622,EMERALD,PARKES
2623,EMERALD,PERTH
2624,EMERALD,PORT HEDLAND
2625,EMERALD,PORT LINCOLN
2626,EMERALD,PORT MACQUARIE
2627,EMERALD,PROSERPINE
2628,EMERALD,ROCKHAMPTON
2629,EMERALD,ROMA
2630,EMERALD,SUNSHINE COAST
2631,EMERALD,SYDNEY
2632,EMERALD,TAMWORTH
2633,EMERALD,THURSDAY ISLAND
2634,EMERALD,TOOWOOMBA WELLCAMP
2635,EMERALD,TOWNSVILLE
2636,EMERALD,WAGGA WAGGA
2637,EMERALD,WEIPA
2638,EMERALD,WHYALLA
2639,EMERALD,WOLLONGONG
2640,ESPERANCE,ADELAIDE
2641,ESPERANCE,ALBANY
2642,ESPERANCE,ALBURY
2643,ESPERANCE,ALICE SPRINGS
2644,ESPERANCE,ARMIDALE
2645,ESPERANCE,AURUKUN
2646,ESPERANCE,AYERS ROCK
2647,ESPERANCE,BALLINA
2648,ESPERANCE,BAMAGA
2649,ESPERANCE,BATHURST ISLAND
2650,ESPERANCE,BRISBANE
2651,ESPERANCE,BROKEN HILL
2652,ESPERANCE,BROOME
2653,ESPERANCE,BUNDABERG
2654,ESPERANCE,BURNIE
2655,ESPERANCE,CAIRNS
2656,ESPERANCE,CANBERRA
2657,ESPERANCE,CARNARVON
2658,ESPERANCE,CEDUNA
2659,ESPERANCE,CHARLEVILLE
2660,ESPERANCE,CHRISTMAS ISLAND
2661,ESPERANCE,CLONCURRY
2662,ESPERANCE,COCOS ISLAND
2663,ESPERANCE,COFFS HARBOUR
2664,ESPERANCE,COOKTOWN
2665,ESPERANCE,DARWIN
2666,ESPERANCE,DEVONPORT
2667,ESPERANCE,DUBBO
2668,ESPERANCE,EDWARD RIVER
2669,ESPERANCE,EMERALD
2670,ESPERANCE,ESSENDON FIELDS
2671,ESPERANCE,FLINDERS ISLAND
2672,ESPERANCE,GERALDTON
2673,ESPERANCE,GLADSTONE
2674,ESPERANCE,GOLD COAST
2675,ESPERANCE,GOVE
2676,ESPERANCE,GRIFFITH
2677,ESPERANCE,GROOTE EYLANDT
2678,ESPERANCE,HAMILTON ISLAND
2679,ESPERANCE,HERVEY BAY
2680,ESPERANCE,HOBART
2681,ESPERANCE,KALGOORLIE
2682,ESPERANCE,KARRATHA
2683,ESPERANCE,KING ISLAND
2684,ESPERANCE,KINGSCOTE
2685,ESPERANCE,KOWANYAMA
2686,ESPERANCE,KUNUNURRA
2687,ESPERANCE,LAUNCESTON
2688,ESPERANCE,LEARMONTH
2689,ESPERANCE,LOCKHART RIVER
2690,ESPERANCE,LONGREACH
2691,ESPERANCE,LORD HOWE ISLAND
2692,ESPERANCE,MACKAY
2693,ESPERANCE,MANINGRIDA
2694,ESPERANCE,MCARTHUR RIVER
2695,ESPERANCE,MELBOURNE
2696,ESPERANCE,MERIMBULA
2697,ESPERANCE,MILDURA
2698,ESPERANCE,MORANBAH
2699,ESPERANCE,MOREE
2700,ESPERANCE,MORNINGTON ISLAND
2701,ESPERANCE,MOUNT GAMBIER
2702,ESPERANCE,MOUNT ISA
2703,ESPERANCE,NEWCASTLE
2704,ESPERANCE,NEWMAN
2705,ESPERANCE,NORFOLK ISLAND
2706,ESPERANCE,OLYMPIC DAM
2707,ESPERANCE,ORANGE
2708,ESPERANCE,PALM ISLAND
2709,ESPERANCE,PARABURDOO
2710,ESPERANCE,PARKES
2711,ESPERANCE,PERTH
2712,ESPERANCE,PORT HEDLAND
2713,ESPERANCE,PORT LINCOLN
2714,ESPERANCE,PORT MACQUARIE
2715,ESPERANCE,PROSERPINE
2716,ESPERANCE,ROCKHAMPTON
2717,ESPERANCE,ROMA
2718,ESPERANCE,SUNSHINE COAST
2719,ESPERANCE,SYDNEY
2720,ESPERANCE,TAMWORTH
2721,ESPERANCE,THURSDAY ISLAND
2722,ESPERANCE,TOOWOOMBA WELLCAMP
2723,ESPERANCE,TOWNSVILLE
2724,ESPERANCE,WAGGA WAGGA
2725,ESPERANCE,WEIPA
2726,ESPERANCE,WHYALLA
2727,ESPERANCE,WOLLONGONG
2728,ESSENDON FIELDS,ADELAIDE
2729,ESSENDON FIELDS,ALBANY
2730,ESSENDON FIELDS,ALBURY
2731,ESSENDON FIELDS,ALICE SPRINGS
2732,ESSENDON FIELDS,ARMIDALE
2733,ESSENDON FIELDS,AURUKUN
2734,ESSENDON FIELDS,AYERS ROCK
2735,ESSENDON FIELDS,BALLINA
2736,ESSENDON FIELDS,BAMAGA
2737,ESSENDON FIELDS,BATHURST ISLAND
2738,ESSENDON FIELDS,BRISBANE
2739,ESSENDON FIELDS,BROKEN HILL
2740,ESSENDON FIELDS,BROOME
2741,ESSENDON FIELDS,BUNDABERG
2742,ESSENDON FIELDS,BURNIE
2743,ESSENDON FIELDS,CAIRNS
2744,ESSENDON FIELDS,CANBERRA
2745,ESSENDON FIELDS,CARNARVON
2746,ESSENDON FIELDS,CEDUNA
2747,ESSENDON FIELDS,CHARLEVILLE
2748,ESSENDON FIELDS,CHRISTMAS ISLAND
2749,ESSENDON FIELDS,CLONCURRY
2750,ESSENDON FIELDS,COCOS ISLAND
2751,ESSENDON FIELDS,COFFS HARBOUR
2752,ESSENDON FIELDS,COOKTOWN
2753,ESSENDON FIELDS,DARWIN
2754,ESSENDON FIELDS,DEVONPORT
2755,ESSENDON FIELDS,DUBBO
2756,ESSENDON FIELDS,EDWARD RIVER
2757,ESSENDON FIELDS,EMERALD
2758,ESSENDON FIELDS,ESPERANCE
2759,ESSENDON FIELDS,FLINDERS ISLAND
2760,ESSENDON FIELDS,GERALDTON
2761,ESSENDON FIELDS,GLADSTONE
2762,ESSENDON FIELDS,GOLD COAST
2763,ESSENDON FIELDS,GOVE
2764,ESSENDON FIELDS,GRIFFITH
2765,ESSENDON FIELDS,GROOTE EYLANDT
2766,ESSENDON FIELDS,HAMILTON ISLAND
2767,ESSENDON FIELDS,HERVEY BAY
2768,ESSENDON FIELDS,HOBART
2769,ESSENDON FIELDS,KALGOORLIE
2770,ESSENDON FIELDS,KARRATHA
2771,ESSENDON FIELDS,KING ISLAND
2772,ESSENDON FIELDS,KINGSCOTE
2773,ESSENDON FIELDS,KOWANYAMA
2774,ESSENDON FIELDS,KUNUNURRA
2775,ESSENDON FIELDS,LAUNCESTON
2776,ESSENDON FIELDS,LEARMONTH
2777,ESSENDON FIELDS,LOCKHART RIVER
2778,ESSENDON FIELDS,LONGREACH
2779,ESSENDON FIELDS,LORD HOWE ISLAND
2780,ESSENDON FIELDS,MACKAY
2781,ESSENDON FIELDS,MANINGRIDA
2782,ESSENDON FIELDS,MCARTHUR RIVER
2783,ESSENDON FIELDS,MELBOURNE
2784,ESSENDON FIELDS,MERIMBULA
2785,ESSENDON FIELDS,MILDURA
2786,ESSENDON FIELDS,MORANBAH
2787,ESSENDON FIELDS,MOREE
2788,ESSENDON FIELDS,MORNINGTON ISLAND
2789,ESSENDON FIELDS,MOUNT GAMBIER
2790,ESSENDON FIELDS,MOUNT ISA
2791,ESSENDON FIELDS,NEWCASTLE
2792,ESSENDON FIELDS,NEWMAN
2793,ESSENDON FIELDS,NORFOLK ISLAND
2794,ESSENDON FIELDS,OLYMPIC DAM
